# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
629             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57610857e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
630             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57607093e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
631             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57603320e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
632             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57599538e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
633             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57595750e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
634             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57591953e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
635             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57588149e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
636             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57584338e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
637             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57580520e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
638             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57576695e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
639             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57572864e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
640             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57569027e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
641             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57565183e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
642             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57561334e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
643             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57557478e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
644             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57553618e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
645             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57549752e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
646             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57545881e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
647             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57542005e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
648             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57538124e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
649             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57534239e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
650             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57530349e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
651             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57526456e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
652             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57522558e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
653             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57518656e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
654             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57514751e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
655             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57510843e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
656             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57506931e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
657             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57503016e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
658             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57499098e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
659             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57495177e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
660             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57491254e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
661             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57487328e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
662             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57483400e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
663             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57479470e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
664             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57475538e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
665             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57471604e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
666             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57467668e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
667             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57463731e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
668             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57459792e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
669             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57455852e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
670             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57451911e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
671             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57447968e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
672             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57444025e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
673             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57440082e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
674             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57436137e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
675             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57432193e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
676             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57428247e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
677             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57424302e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
678             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57420357e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
679             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57416411e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
680             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57412466e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
681             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57408521e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
682             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57404577e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
683             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57400633e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
684             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57396690e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
685             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57392747e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
686             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57388805e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
687             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57384865e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
688             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57380925e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
689             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57376986e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
690             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57373049e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
691             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57369114e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
692             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57365179e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
693             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57361247e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
694             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57357316e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
695             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57353386e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
696             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57349459e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
697             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57345534e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
698             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57341610e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
699             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57337689e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
700             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57333770e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
701             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57329854e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
702             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57325940e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
703             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57322028e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
704             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57318119e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
705             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57314213e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
706             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57310309e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
707             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57306409e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
708             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57302511e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
709             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57298616e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
710             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57294725e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
711             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57290836e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
712             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57286951e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
713             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57283069e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
714             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57279190e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
715             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57275315e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
716             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57271443e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
717             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57267575e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
718             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57263710e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
719             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57259849e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
720             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57255992e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
721             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57252139e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
722             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57248290e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
723             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57244444e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
724             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57240603e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
725             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57236766e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
726             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57232933e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
727             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57229104e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
728             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57225279e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
729             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57221458e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
730             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57217642e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
731             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57213831e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
732             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57210024e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
733             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57206221e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
734             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57202423e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
735             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57198629e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
736             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57194840e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
737             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57191056e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
738             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57187277e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
739             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57183502e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
740             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57179732e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
741             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57175967e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
742             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57172207e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
743             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57168452e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
744             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57164702e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
745             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57160957e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
746             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57157217e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
747             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57153482e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
748             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57149752e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
749             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57146027e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
750             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57142308e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
751             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57138594e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
752             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57134885e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
753             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57131182e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
754             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57127483e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
755             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57123791e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
756             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57120103e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
757             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57116421e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
758             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57112745e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
759             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57109074e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
760             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57105409e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
761             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57101749e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
762             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57098095e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
763             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57094446e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
764             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57090803e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
765             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57087166e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
766             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57083534e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
767             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57079908e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
768             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57076288e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
769             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57072674e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
770             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57069065e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
771             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57065462e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
772             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57061865e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
773             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57058274e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
774             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57054689e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
775             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57051109e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
776             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57047536e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
777             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57043968e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
778             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57040407e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
779             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57036851e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
780             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57033301e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
781             	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.57029757e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
