# Field minima and maxima
# Time          	field           	min             	location(min)   	processor       	max             	location(max)   	processor       
2145            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55052323e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2146            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55051724e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2147            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55051127e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2148            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55050529e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2149            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55049933e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2150            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55049336e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2151            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55048741e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2152            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55048145e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2153            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55047551e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2154            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55046957e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2155            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55046363e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2156            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55045770e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2157            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55045177e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2158            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55044585e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2159            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55043994e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2160            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55043403e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2161            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55042812e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2162            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55042222e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2163            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55041633e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2164            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55041044e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2165            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55040456e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2166            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55039868e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2167            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55039280e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2168            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55038693e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2169            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55038107e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2170            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55037521e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2171            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55036936e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2172            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55036351e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2173            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55035767e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2174            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55035183e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2175            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55034600e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2176            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55034017e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2177            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55033435e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2178            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55032853e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2179            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55032272e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2180            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55031691e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2181            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55031111e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2182            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55030532e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2183            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55029952e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2184            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55029374e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2185            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55028796e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2186            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55028218e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2187            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55027641e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2188            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55027064e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2189            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55026488e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2190            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55025912e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2191            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55025337e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2192            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55024763e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2193            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55024189e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2194            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55023615e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2195            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55023042e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2196            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55022469e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2197            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55021897e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2198            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55021326e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2199            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55020754e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2200            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55020184e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2201            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55019614e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2202            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55019044e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2203            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55018475e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2204            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55017906e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2205            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55017338e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2206            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55016770e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2207            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55016203e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2208            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55015637e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2209            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55015070e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2210            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55014505e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2211            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55013940e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2212            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55013375e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2213            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55012811e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2214            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55012247e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2215            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55011684e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2216            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55011121e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2217            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55010559e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2218            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55009997e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2219            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55009436e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2220            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55008875e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2221            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55008315e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2222            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55007755e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2223            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55007196e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2224            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55006637e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2225            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55006078e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2226            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55005520e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2227            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55004963e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2228            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55004406e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2229            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55003850e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2230            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55003294e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2231            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55002738e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2232            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55002183e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2233            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55001629e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2234            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55001075e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2235            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.55000521e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2236            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54999968e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2237            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54999415e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2238            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54998863e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2239            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54998312e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2240            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54997760e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2241            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54997210e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2242            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54996660e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2243            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54996110e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2244            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54995560e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2245            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54995012e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2246            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54994463e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2247            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54993915e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2248            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54993368e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2249            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54992821e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2250            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54992275e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2251            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54991729e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2252            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54991183e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2253            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54990638e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2254            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54990093e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2255            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54989549e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2256            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54989006e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2257            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54988462e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2258            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54987920e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2259            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54987378e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2260            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54986836e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2261            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54986294e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2262            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54985754e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2263            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54985213e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2264            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54984673e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2265            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54984134e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2266            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54983595e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2267            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54983056e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2268            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54982518e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2269            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54981980e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2270            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54981443e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2271            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54980906e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2272            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54980370e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2273            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54979834e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2274            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54979299e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2275            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54978764e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2276            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54978230e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2277            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54977696e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2278            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54977162e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2279            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54976629e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2280            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54976096e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2281            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54975564e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2282            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54975033e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2283            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54974501e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2284            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54973970e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2285            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54973440e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2286            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54972910e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2287            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54972381e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2288            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54971852e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2289            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54971323e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2290            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54970795e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2291            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54970267e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2292            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54969740e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2293            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54969213e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2294            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54968687e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
2295            	mag(U)          	0.00000000e+00	(3.17484583e-01 0.00000000e+00 5.00000000e-02)	0	7.54968161e+01	(-5.98615221e-04 2.77837906e-07 5.00000000e-02)	5
