0 	0 	0 	0
0.00025025 	-1.22399 	-0.00161843 	5.15848e-24
0.000500501 	-1.46602 	-0.00506532 	4.25778e-24
0.000750751 	-1.51219 	-0.00890851 	-1.92094e-23
0.001001 	-1.52295 	-0.0129126 	5.26345e-24
0.00125125 	-1.52238 	-0.0169876 	-2.8119e-23
0.0015015 	-1.51573 	-0.0211238 	-3.09026e-24
0.00175175 	-1.50587 	-0.025301 	-2.04315e-23
0.002002 	-1.4937 	-0.0295209 	-4.607e-24
0.00225225 	-1.48116 	-0.0337402 	5.96897e-24
0.0025025 	-1.46734 	-0.0379915 	3.25823e-23
0.00275275 	-1.45292 	-0.0422597 	1.26422e-23
0.003003 	-1.43806 	-0.0465427 	1.45645e-23
0.00325325 	-1.42285 	-0.0508385 	-4.9373e-23
0.0035035 	-1.4074 	-0.0551453 	-7.62176e-23
0.00375375 	-1.39176 	-0.0594612 	-4.62794e-23
0.004004 	-1.3761 	-0.0637752 	-2.25421e-24
0.00425425 	-1.3603 	-0.068097 	-9.70112e-25
0.0045045 	-1.34441 	-0.0724231 	-2.91992e-23
0.00475475 	-1.32845 	-0.0767505 	-5.80359e-23
0.00500501 	-1.31237 	-0.081091 	-5.88588e-23
0.00525526 	-1.29627 	-0.0854264 	-3.88304e-23
0.00550551 	-1.27995 	-0.0897831 	-6.6588e-24
0.00575576 	-1.26384 	-0.0941158 	-1.78118e-22
0.00600601 	-1.24712 	-0.0985007 	-1.08732e-22
0.00625626 	-1.23121 	-0.102815 	-5.53417e-23
0.00650651 	-1.21446 	-0.107203 	-9.4196e-23
0.00675676 	-1.1984 	-0.111521 	-5.72193e-22
0.00700701 	-1.18188 	-0.115892 	-6.02316e-22
0.00725726 	-1.16469 	-0.120298 	-8.10033e-23
0.00750751 	-1.14877 	-0.124607 	-9.02665e-23
0.00775776 	-1.13089 	-0.129079 	-2.21959e-22
0.00800801 	-1.11526 	-0.133345 	-6.95166e-22
0.00825826 	-1.09865 	-0.13771 	-7.75197e-22
0.00850851 	-1.08003 	-0.142237 	-3.46965e-22
0.00875876 	-1.06488 	-0.146447 	-1.0109e-22
0.00900901 	-1.04769 	-0.150851 	-1.06147e-22
0.00925926 	-1.02892 	-0.155388 	-2.85196e-22
0.00950951 	-1.01353 	-0.159606 	-7.51522e-22
0.00975976 	-0.996686 	-0.16396 	-8.25765e-22
0.01001 	-0.977664 	-0.168514 	-2.84216e-22
0.0102603 	-0.961179 	-0.172818 	-1.11571e-22
0.0105105 	-0.945314 	-0.177059 	-7.71455e-23
0.0107608 	-0.926414 	-0.181587 	-1.97697e-22
0.011011 	-0.907832 	-0.186084 	-2.62697e-22
0.0112613 	-0.89186 	-0.190315 	-1.08706e-22
0.0115115 	-0.874686 	-0.194652 	-1.90983e-22
0.0117618 	-0.855645 	-0.199175 	-3.33615e-22
0.012012 	-0.837179 	-0.203639 	-4.09443e-22
0.0122623 	-0.820875 	-0.207876 	-3.76356e-22
0.0125125 	-0.802848 	-0.212267 	-2.9142e-22
0.0127628 	-0.78427 	-0.216716 	-2.21197e-22
0.013013 	-0.76481 	-0.221259 	-1.35307e-22
0.0132633 	-0.748132 	-0.225502 	6.62871e-22
0.0135135 	-0.729708 	-0.229902 	8.60428e-22
0.0137638 	-0.711219 	-0.234308 	1.03582e-21
0.014014 	-0.692205 	-0.238771 	8.88894e-22
0.0142643 	-0.67356 	-0.243191 	8.20502e-22
0.0145145 	-0.655208 	-0.247553 	1.00379e-21
0.0147648 	-0.636291 	-0.251967 	9.47651e-22
0.015015 	-0.617373 	-0.25638 	8.91516e-22
0.0152653 	-0.598456 	-0.260793 	8.35381e-22
0.0155155 	-0.579354 	-0.265216 	3.06591e-14
0.0157658 	-0.559938 	-0.269637 	3.21904e-13
0.016016 	-0.540522 	-0.274057 	6.13148e-13
0.0162663 	-0.521107 	-0.278477 	9.04392e-13
0.0165165 	-0.501976 	-0.282864 	1.14712e-12
0.0167668 	-0.482576 	-0.287266 	1.40647e-12
0.017017 	-0.46332 	-0.291618 	1.4058e-12
0.0172673 	-0.443702 	-0.296002 	1.23647e-12
0.0175175 	-0.424085 	-0.300386 	1.06714e-12
0.0177678 	-0.404468 	-0.30477 	8.97814e-13
0.018018 	-0.384851 	-0.309153 	7.28484e-13
0.0182683 	-0.36376 	-0.313632 	-1.33695e-13
0.0185185 	-0.344962 	-0.317897 	-1.14601e-12
0.0187688 	-0.3249 	-0.322269 	-1.5616e-12
0.019019 	-0.304657 	-0.326657 	-1.89222e-12
0.0192693 	-0.284415 	-0.331044 	-2.22284e-12
0.0195195 	-0.263628 	-0.335469 	-2.25098e-12
0.0197698 	-0.241531 	-0.339983 	-1.55089e-12
0.02002 	-0.221035 	-0.344347 	-1.07207e-12
0.0202703 	-0.201533 	-0.348617 	-7.30599e-13
0.0205205 	-0.181743 	-0.352911 	-4.09338e-13
0.0207708 	-0.160781 	-0.357302 	-1.70432e-13
0.021021 	-0.13927 	-0.361731 	2.97631e-21
0.0212713 	-0.116389 	-0.366253 	2.4259e-21
0.0215215 	-0.0935075 	-0.370776 	1.87548e-21
0.0217718 	-0.0721469 	-0.375153 	1.40673e-21
0.022022 	-0.0518434 	-0.379428 	9.94746e-22
0.0222723 	-0.03154 	-0.383704 	5.82766e-22
0.0225225 	-0.0112365 	-0.387979 	1.70787e-22
0.0227728 	0.0117286 	-0.392447 	-2.10815e-22
0.023023 	0.0355172 	-0.396978 	-3.65153e-22
0.0232733 	0.0593058 	-0.401509 	-5.19492e-22
0.0235235 	0.0830943 	-0.40604 	-6.7383e-22
0.0237738 	0.104457 	-0.410336 	-7.73202e-22
0.024024 	0.125671 	-0.414617 	-8.69179e-22
0.0242743 	0.14705 	-0.41891 	-9.94235e-22
0.0245245 	0.170366 	-0.423333 	-1.45741e-21
0.0247748 	0.193682 	-0.427755 	-1.92058e-21
0.025025 	0.216998 	-0.432178 	-2.38376e-21
0.0252753 	0.241745 	-0.436712 	-2.83827e-21
0.0255255 	0.266578 	-0.441251 	-3.29227e-21
0.0257758 	0.28981 	-0.445635 	-3.28813e-21
0.026026 	0.312055 	-0.449922 	-3.00115e-21
0.0262763 	0.336193 	-0.454335 	-2.56876e-21
0.0265265 	0.360664 	-0.458769 	-2.11075e-21
0.0267768 	0.385135 	-0.463203 	-1.65275e-21
0.027027 	0.409606 	-0.467638 	-1.19474e-21
0.0272773 	0.434077 	-0.472072 	-7.3674e-22
0.0275275 	0.458548 	-0.476507 	-2.78736e-22
0.0277778 	0.483121 	-0.480948 	1.43814e-22
0.028028 	0.508128 	-0.485383 	7.90238e-22
0.0282783 	0.533912 	-0.489829 	3.21665e-22
0.0285285 	0.55941 	-0.494249 	-1.55665e-22
0.0287788 	0.584376 	-0.498617 	-6.49392e-22
0.029029 	0.609341 	-0.502986 	-1.14312e-21
0.0292793 	0.634306 	-0.507355 	-1.63685e-21
0.0295295 	0.659272 	-0.511724 	-2.13058e-21
0.0297798 	0.684237 	-0.516093 	-2.6243e-21
0.03003 	0.709311 	-0.52047 	-3.03031e-21
0.0302803 	0.736713 	-0.525016 	-1.54916e-21
0.0305305 	0.762133 	-0.529349 	-8.15536e-22
0.0307808 	0.786775 	-0.533599 	-3.75486e-22
0.031031 	0.812178 	-0.537905 	-1.18452e-22
